Sr No,Company Code,Purchase Org,PO Number,PO Line Item,PO Type,Material/Service,Vendor Code,Vendor Short Name,Vendor Sector,GR Document No,GR Posting Date,GR Fiscal Year,GR Quantity,GR Amount,GR Vendor Name (SAP),IR Document No,IR Posting Date,IR Amount,IR Vendor Name (Invoice),TDS Amount,GST Diff Amount,Difference (IR-GR),Currency,Plant,Cost Center,GL Account,Payment Terms,Aging (Days),Aging Bucket,Discrepancy Flag,Discrepancy Reason,Manual Action,Reviewer,Review Date,Remarks
73,1000,2000,4500100073,0050,ZNB,Packaging Material,1000010,TATST,Manufacturing,5000100073,2025-03-02,2025,146.335,130516.64,Tata Steel Limited,5100200075,2025-03-12,130515.64,TATA STEEL LIMITED,0.0,0.0,-1.0,INR,1004,CC-OPS-003,400100,IMMED,29,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
74,1000,1000,4500100074,0050,ZSER,Equipment Maintenance,1000016,BSCH,Engineering,5000100074,2025-03-10,2025,193.976,55192.87,Bosch Limited,5100200076,2025-05-02,55194.87,BOSCH LIMITED,0.0,0.0,2.0,USD,1003,CC-FIN-001,400400,NT15,21,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
75,1000,2000,4500100075,0040,NB,Cybersecurity Services,1000005,LTI,IT Services,5000100075,2025-02-24,2025,172.098,9221640.62,Larsen & Toubro Infotech Ltd,5100200077,2025-04-09,2305410.15,Larsen Toubro Infotech,0.0,0.0,-6916230.47,INR,1002,CC-FIN-001,400300,NT15,35,31-60 Days,PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
76,1000,2000,4500100076,0030,NB,Network Support Services,1000005,LTI,IT Services,5000100076,2025-01-07,2025,144.087,430063.68,Larsen & Toubro Infotech Ltd,5100200078,2025-02-22,430062.68,LTI Limited,0.0,0.0,-1.0,INR,1003,CC-FIN-001,400100,IMMED,83,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
77,1000,1000,4500100077,0030,ZSER,ERP Implementation Services,1000004,HCLT,IT Services,5000100077,2024-11-08,2024,145.484,160149.87,HCL Technologies Ltd,5100200079,2024-12-06,152142.38,HCL Tech Ltd,8007.49,0.0,-8007.49,INR,1001,CC-MFG-005,400300,NT60,143,>90 Days (Critical),TDS DEDUCTED,TDS @ 5.0% deducted on payment (Sec 194C/194J),,,,
78,1000,1000,4500100078,0010,ZSER,Engineering Consultancy,1000017,HAVL,Electrical,5000100078,2025-02-09,2025,52.531,2535533.92,Havells India Ltd,5100200080,2025-04-07,2535533.92,Havells India Ltd,0.0,0.0,0.0,INR,1001,CC-HR-004,400200,NT60,50,31-60 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
79,1000,2000,4500100079,0010,ZSER,Annual Maintenance Contract,1000006,TECHM,IT Services,5000100079,2025-03-06,2025,8.918,444233.27,Tech Mahindra Limited,5100200081,2025-06-20,444233.27,Tech Mahindra,0.0,0.0,0.0,INR,1003,CC-MFG-005,400500,NT30,25,0-30 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,
80,1000,2000,4500100080,0010,ZNB,Electrical Equipment,1000015,ABB,Engineering,5000100080,2025-03-01,2025,10.467,71112.58,ABB India Limited,5100200082,2025-04-17,71112.33,ABB India Ltd,0.0,0.0,-0.25,GBP,1002,CC-IT-002,400400,NT60,30,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
81,1000,2000,4500100081,0020,NB,Control Panel Supply,1000019,ORCL,Software,5000100081,2025-01-20,2025,190.725,47989.64,Oracle India Pvt Ltd,5100200083,2025-01-21,11997.41,Oracle India Private Ltd,0.0,0.0,-35992.23,EUR,1001,CC-FIN-001,400300,IMMED,70,61-90 Days,PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
82,1000,1000,4500100082,0050,NB,Engineering Consultancy,1000014,SIEM,Engineering,5000100082,2025-03-21,2025,47.525,2496526.21,Siemens Ltd,5100200084,2025-03-25,2496524.21,Siemens India Ltd,0.0,0.0,-2.0,INR,1004,CC-OPS-003,400300,NT15,10,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
83,1000,1000,4500100083,0020,ZSER,Data Migration Services,1000003,WIPR,IT Services,5000100083,2025-01-23,2025,177.435,883798.54,Wipro Limited,5100200085,2025-03-14,883803.54,Wipro Technologies,0.0,0.0,5.0,INR,1001,CC-HR-004,400200,IMMED,67,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
84,1000,2000,4500100084,0050,ZSER,Mechanical Parts,1000016,BSCH,Engineering,5000100084,2025-03-20,2025,191.173,1360711.58,Bosch Limited,5100200086,2025-05-14,1360711.57,Robert Bosch,0.0,0.0,-0.01,INR,1002,CC-HR-004,400500,NT45,11,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
85,1000,2000,4500100085,0040,ZNB,Cloud Hosting Charges,1000007,MPHL,IT Services,5000100085,2025-01-24,2025,173.678,1101383.42,Mphasis Limited,5100200087,2025-02-08,1090369.59,Mphasis Ltd,11013.83,0.0,-11013.83,INR,1003,CC-IT-002,400300,NT30,66,61-90 Days,TDS DEDUCTED,TDS @ 1.0% deducted on payment (Sec 194C/194J),,,,
86,1000,1000,4500100086,0010,NB,Engineering Consultancy,1000018,BEL,Defence,5000100086,2025-02-04,2025,104.969,21590.4,Bharat Electronics Ltd,5100200088,2025-02-26,21589.9,BEL India,0.0,0.0,-0.5,GBP,1004,CC-MFG-005,400500,NT30,55,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
87,1000,1000,4500100087,0050,NB,Cloud Hosting Charges,1000004,HCLT,IT Services,5000100087,2024-12-29,2024,30.887,1637914.8,HCL Technologies Ltd,5100200089,2025-01-06,1637915.8,HCL Tech Ltd,0.0,0.0,1.0,INR,1001,CC-HR-004,400200,NT30,92,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
88,1000,2000,4500100088,0030,ZNB,Spare Parts Supply,1000017,HAVL,Electrical,5000100088,2024-10-24,2024,115.036,1959247.71,Havells India Ltd,5100200090,2024-10-25,1959245.71,Havells India,0.0,0.0,-2.0,INR,1003,CC-OPS-003,400400,NT60,158,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
89,1000,2000,4500100089,0020,ZNB,Chemical Compounds,1000012,ULTC,Manufacturing,5000100089,2025-01-31,2025,77.192,4034559.64,Ultratech Cement Ltd,5100200091,2025-03-03,4034559.14,UltraTech Cement Ltd,0.0,0.0,-0.5,INR,1002,CC-IT-002,400400,NT30,59,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
90,1000,2000,4500100090,0010,ZNB,IT Consulting Services,1000004,HCLT,IT Services,5000100090,2025-03-03,2025,184.542,68503.31,HCL Technologies Ltd,5100200092,2025-04-25,68508.31,HCL Technologies Limited,0.0,0.0,5.0,INR,1002,CC-HR-004,400300,IMMED,28,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
91,1000,1000,4500100091,0020,ZNB,Steel Plates 10mm,1000013,ASPNT,Manufacturing,5000100091,2025-03-22,2025,12.963,535885.66,Asian Paints Ltd,5100200093,2025-03-26,535885.66,Asian Paint,0.0,0.0,535885.66,INR,1001,CC-MFG-005,400200,NT15,9,0-30 Days,DUPLICATE IR RISK,Possible duplicate invoice - check doc 5100200094,,,,
92,1000,2000,4500100092,0020,ZSER,Data Migration Services,1000006,TECHM,IT Services,5000100092,2025-03-20,2025,102.765,6125468.21,Tech Mahindra Limited,5100200095,2025-04-11,6125468.21,Tech Mahindra Limited,0.0,0.0,0.0,INR,1001,CC-HR-004,400500,NT45,11,0-30 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
93,1000,1000,4500100093,0010,NB,Raw Material Supply,1000012,ULTC,Manufacturing,5000100093,2025-01-10,2025,54.582,33162.96,Ultratech Cement Ltd,5100200096,2025-02-02,33162.96,UltraTech Cement Ltd,0.0,0.0,33162.96,EUR,1001,CC-HR-004,400400,NT15,80,61-90 Days,DUPLICATE IR RISK,Possible duplicate invoice - check doc 5100200097,,,,
94,1000,2000,4500100094,0050,NB,Software License Fee,1000001,TCSL,IT Services,5000100094,2025-02-14,2025,124.764,31854.64,Tata Consultancy Services Ltd,5100200098,2025-04-04,31854.14,Tata Consultancy Services,0.0,0.0,-0.5,EUR,1002,CC-OPS-003,400200,NT30,45,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
95,1000,1000,4500100095,0050,ZNB,IT Consulting Services,1000004,HCLT,IT Services,5000100095,2024-11-03,2024,112.195,2213980.58,HCL Technologies Ltd,5100200099,2024-11-15,2833895.14,HCL Tech,0.0,619914.56,619914.56,INR,1002,CC-HR-004,400300,NT60,148,>90 Days (Critical),GST MISMATCH,GST @ 28% included in IR but not in GR,,,,
96,1000,2000,4500100096,0050,ZNB,Packaging Material,1000013,ASPNT,Manufacturing,5000100096,2025-03-26,2025,20.041,415119.01,Asian Paints Ltd,5100200100,2025-05-13,415119.26,ASIAN PAINTS,0.0,0.0,0.25,INR,1002,CC-FIN-001,400200,IMMED,5,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
97,1000,2000,4500100097,0010,ZSER,Raw Material Supply,1000013,ASPNT,Manufacturing,5000100097,2025-03-18,2025,37.306,556718.16,Asian Paints Ltd,5100200101,2025-03-31,556717.91,Asian Paint,0.0,0.0,-0.25,INR,1004,CC-MFG-005,400400,NT45,13,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
98,1000,2000,4500100098,0040,NB,Data Migration Services,1000002,INFY,IT Services,5000100098,2025-02-07,2025,83.981,421671.48,Infosys Limited,5100200102,2025-03-24,210835.74,Infosys Technologies,0.0,0.0,-210835.74,INR,1002,CC-HR-004,400100,NT60,52,31-60 Days,PARTIAL INVOICE,Partial invoice raised (50% of PO value),,,,
99,1000,1000,4500100099,0020,ZSER,Chemical Compounds,1000009,RIL,Manufacturing,5000100099,2024-12-04,2024,148.455,4393302.18,Reliance Industries Ltd,5100200103,2024-12-19,4393301.68,RIL,0.0,0.0,-0.5,INR,1001,CC-MFG-005,400200,IMMED,117,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
100,1000,2000,4500100100,0020,NB,Cement Bags 50kg,1000013,ASPNT,Manufacturing,5000100100,2024-12-23,2024,5.53,2368530.04,Asian Paints Ltd,5100200104,2025-03-18,2368530.04,Asian Paint,0.0,0.0,0.0,INR,1002,CC-MFG-005,400300,NT30,98,>90 Days (Critical),TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,
101,1000,1000,4500100101,0050,ZSER,Annual Maintenance Contract,1000004,HCLT,IT Services,5000100101,2024-12-23,2024,140.665,325386.97,HCL Technologies Ltd,5100200105,2025-01-02,325387.97,HCL TECHNOLOGIES,0.0,0.0,1.0,INR,1003,CC-MFG-005,400100,NT30,98,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
102,1000,2000,4500100102,0040,ZNB,Cloud Hosting Charges,1000001,TCSL,IT Services,5000100102,2024-12-18,2024,140.089,19404.24,Tata Consultancy Services Ltd,5100200106,2025-01-16,19399.24,Tata Consultancy Services,0.0,0.0,-5.0,GBP,1001,CC-OPS-003,400400,NT45,103,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
103,1000,1000,4500100103,0020,ZNB,Cement Bags 50kg,1000013,ASPNT,Manufacturing,5000100103,2025-01-17,2025,66.958,2240519.88,Asian Paints Ltd,5100200107,2025-02-12,2195709.48,Asian Paint,44810.4,0.0,-44810.4,INR,1004,CC-FIN-001,400300,NT15,73,61-90 Days,TDS DEDUCTED,TDS @ 2.0% deducted on payment (Sec 194C/194J),,,,
104,1000,2000,4500100104,0050,NB,Data Migration Services,1000007,MPHL,IT Services,5000100104,2025-01-03,2025,94.408,9361618.8,Mphasis Limited,5100200108,2025-02-26,8425456.92,MPHASIS LIMITED,936161.88,0.0,-936161.88,INR,1004,CC-HR-004,400100,NT15,87,61-90 Days,TDS DEDUCTED,TDS @ 10.0% deducted on payment (Sec 194C/194J),,,,
105,1000,1000,4500100105,0020,ZNB,ERP Implementation Services,1000004,HCLT,IT Services,5000100105,2025-03-10,2025,52.884,1371714.46,HCL Technologies Ltd,5100200109,2025-04-14,1371714.21,HCL Tech Ltd,0.0,0.0,-0.25,INR,1003,CC-FIN-001,400300,NT30,21,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
106,1000,1000,4500100106,0010,ZNB,Annual Maintenance Contract,1000002,INFY,IT Services,5000100106,2025-03-01,2025,137.717,176488.27,Infosys Limited,5100200110,2025-06-26,176488.27,INFOSYS LIMITED,0.0,0.0,0.0,INR,1003,CC-HR-004,400200,NT30,30,0-30 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,
107,1000,2000,4500100107,0010,ZSER,Cloud Hosting Charges,1000007,MPHL,IT Services,5000100107,2025-02-07,2025,156.534,1289593.45,Mphasis Limited,5100200111,2025-04-14,1289593.45,MPHASIS LIMITED,0.0,0.0,0.0,INR,1003,CC-IT-002,400500,NT15,52,31-60 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,
108,1000,2000,4500100108,0010,ZNB,Engineering Consultancy,1000014,SIEM,Engineering,5000100108,2024-10-26,2024,164.848,1428525.45,Siemens Ltd,5100200112,2024-11-27,1071394.09,SIEMENS LIMITED,0.0,0.0,-357131.36,INR,1001,CC-MFG-005,400100,NT30,156,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (75% of PO value),,,,
109,1000,1000,4500100109,0020,ZSER,Annual Maintenance Contract,1000008,HEXW,IT Services,5000100109,2025-03-13,2025,97.134,66528.09,Hexaware Technologies Ltd,5100200113,2025-04-19,74511.46,HEXAWARE LIMITED,0.0,7983.37,7983.37,USD,1003,CC-IT-002,400200,NT60,18,0-30 Days,GST MISMATCH,GST @ 12% included in IR but not in GR,,,,
110,1000,1000,4500100110,0030,ZSER,Software License Fee,1000007,MPHL,IT Services,5000100110,2024-12-26,2024,165.251,1285014.97,Mphasis Limited,5100200114,2025-02-06,321253.74,Mphasis Ltd,0.0,0.0,-963761.23,INR,1003,CC-HR-004,400400,NT30,95,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
111,1000,1000,4500100111,0050,ZSER,Software License Fee,1000008,HEXW,IT Services,5000100111,2025-03-16,2025,39.814,1214058.11,Hexaware Technologies Ltd,5100200115,2025-05-10,1214058.12,HEXAWARE LIMITED,0.0,0.0,0.01,INR,1001,CC-IT-002,400500,IMMED,15,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
112,1000,1000,4500100112,0040,ZSER,Electrical Equipment,1000015,ABB,Engineering,5000100112,2025-02-04,2025,55.189,2545757.66,ABB India Limited,5100200116,2025-03-25,2545747.66,ABB LIMITED,0.0,0.0,-10.0,INR,1003,CC-OPS-003,400500,NT60,55,31-60 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
113,1000,2000,4500100113,0040,ZNB,ERP Implementation Services,1000008,HEXW,IT Services,5000100113,2025-01-01,2025,189.831,8624470.88,Hexaware Technologies Ltd,5100200117,2025-01-31,8624460.88,Hexaware Technologies,0.0,0.0,-10.0,INR,1004,CC-MFG-005,400200,NT60,89,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
114,1000,1000,4500100114,0040,NB,Network Support Services,1000004,HCLT,IT Services,5000100114,2025-03-16,2025,158.952,1156271.47,HCL Technologies Ltd,5100200118,2025-04-22,1156271.47,HCL Technologies Ltd,0.0,0.0,0.0,INR,1002,CC-MFG-005,400400,IMMED,15,0-30 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
115,1000,2000,4500100115,0020,ZNB,Raw Material Supply,1000009,RIL,Manufacturing,5000100115,2025-03-17,2025,198.546,2647747.52,Reliance Industries Ltd,5100200119,2025-04-15,2647747.52,RELIANCE INDUSTRIES,0.0,0.0,2647747.52,INR,1001,CC-MFG-005,400500,NT60,14,0-30 Days,DUPLICATE IR RISK,Possible duplicate invoice - check doc 5100200120,,,,
116,1000,2000,4500100116,0010,NB,Mechanical Parts,1000020,SAPI,Software,5000100116,2024-12-25,2024,45.791,868034.58,SAP India Pvt Ltd,5100200121,2025-01-13,868034.83,SAP INDIA PVT LTD,0.0,0.0,0.25,INR,1001,CC-FIN-001,400400,NT60,96,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
117,1000,1000,4500100117,0010,NB,Mechanical Parts,1000016,BSCH,Engineering,5000100117,2025-01-13,2025,163.457,607547.3,Bosch Limited,NOT RECEIVED,,,-,0.0,0.0,,INR,1003,CC-IT-002,400100,IMMED,77,61-90 Days,MISSING INVOICE,Goods received but vendor invoice not yet submitted,,,,
118,1000,2000,4500100118,0050,ZSER,Network Support Services,1000005,LTI,IT Services,5000100118,2025-01-21,2025,73.507,58943.35,Larsen & Toubro Infotech Ltd,5100200123,2025-02-23,58943.35,Larsen & Toubro Infotech Ltd,0.0,0.0,0.0,USD,1004,CC-MFG-005,400300,IMMED,69,61-90 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
119,1000,1000,4500100119,0040,ZNB,Cement Bags 50kg,1000012,ULTC,Manufacturing,5000100119,2024-10-11,2024,187.729,323853.56,Ultratech Cement Ltd,NOT RECEIVED,,,-,0.0,0.0,,INR,1003,CC-HR-004,400200,IMMED,171,>90 Days (Critical),MISSING INVOICE,Goods received but vendor invoice not yet submitted,,,,
120,1000,2000,4500100120,0020,ZSER,Chemical Compounds,1000013,ASPNT,Manufacturing,5000100120,2024-10-25,2024,158.579,241312.14,Asian Paints Ltd,5100200125,2024-12-05,241312.64,Asian Paints Ltd.,0.0,0.0,0.5,INR,1001,CC-IT-002,400400,NT30,157,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
121,1000,2000,4500100121,0020,ZNB,Equipment Maintenance,1000020,SAPI,Software,5000100121,2025-02-06,2025,130.826,22059.22,SAP India Pvt Ltd,5100200126,2025-03-15,5514.81,SAP India Ltd,0.0,0.0,-16544.41,USD,1003,CC-FIN-001,400400,NT60,53,31-60 Days,PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
122,1000,2000,4500100122,0030,ZSER,Spare Parts Supply,1000016,BSCH,Engineering,5000100122,2024-12-02,2024,124.271,1283420.53,Bosch Limited,5100200127,2024-12-15,1283421.53,Bosch Ltd,0.0,0.0,1.0,INR,1001,CC-IT-002,400200,IMMED,119,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
123,1000,1000,4500100123,0040,ZSER,Software License Fee,1000002,INFY,IT Services,5000100123,2024-10-18,2024,18.425,1395804.76,Infosys Limited,5100200128,2024-11-19,1395804.75,Infosys Technologies,0.0,0.0,-0.01,INR,1001,CC-FIN-001,400100,NT15,164,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
124,1000,2000,4500100124,0010,NB,Packaging Material,1000013,ASPNT,Manufacturing,5000100124,2024-12-13,2024,137.49,4732846.95,Asian Paints Ltd,5100200129,2025-02-05,5300788.58,ASIAN PAINTS,0.0,567941.63,567941.63,INR,1003,CC-MFG-005,400400,NT30,108,>90 Days (Critical),GST MISMATCH,GST @ 12% included in IR but not in GR,,,,
125,1000,1000,4500100125,0030,ZSER,Data Migration Services,1000001,TCSL,IT Services,5000100125,2024-12-29,2024,95.83,82863.7,Tata Consultancy Services Ltd,5100200130,2025-02-06,82863.7,Tata Consultancy Services Ltd,0.0,0.0,0.0,USD,1001,CC-IT-002,400400,IMMED,92,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
126,1000,1000,4500100126,0010,ZSER,Chemical Compounds,1000012,ULTC,Manufacturing,5000100126,2024-12-17,2024,37.951,69259.27,Ultratech Cement Ltd,5100200131,2024-12-21,69259.27,Ultratech Cement Ltd,0.0,0.0,0.0,GBP,1003,CC-OPS-003,400500,NT15,104,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
127,1000,1000,4500100127,0050,ZSER,Chemical Compounds,1000010,TATST,Manufacturing,5000100127,2025-03-05,2025,165.007,423360.35,Tata Steel Limited,5100200132,2025-03-28,423360.35,Tata Steel Limited,0.0,0.0,0.0,INR,1004,CC-HR-004,400100,NT30,26,0-30 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
128,1000,1000,4500100128,0010,ZSER,Industrial Chemicals,1000010,TATST,Manufacturing,5000100128,2025-03-15,2025,41.595,26970.25,Tata Steel Limited,5100200133,2025-05-29,26970.25,Tata Steel Ltd,0.0,0.0,0.0,EUR,1002,CC-HR-004,400200,NT15,16,0-30 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,
129,1000,1000,4500100129,0020,NB,IT Consulting Services,1000004,HCLT,IT Services,5000100129,2025-01-22,2025,185.26,8381875.69,HCL Technologies Ltd,5100200134,2025-02-17,8381875.69,HCL Technologies Ltd,0.0,0.0,0.0,INR,1004,CC-OPS-003,400100,NT30,68,61-90 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
130,1000,1000,4500100130,0030,NB,Equipment Maintenance,1000020,SAPI,Software,5000100130,2025-03-14,2025,122.65,272974.77,SAP India Pvt Ltd,5100200135,2025-04-14,272975.77,SAP India Ltd,0.0,0.0,1.0,INR,1004,CC-IT-002,400300,NT30,17,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
131,1000,2000,4500100131,0010,ZSER,Cement Bags 50kg,1000011,JSWS,Manufacturing,5000100131,2024-11-15,2024,124.441,413514.24,JSW Steel Ltd,5100200136,2024-12-11,413514.74,J.S.W. Steel Ltd,0.0,0.0,0.5,INR,1002,CC-HR-004,400200,NT30,136,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
132,1000,1000,4500100132,0050,ZSER,Industrial Chemicals,1000012,ULTC,Manufacturing,5000100132,2025-01-22,2025,157.563,106526.85,Ultratech Cement Ltd,5100200137,2025-02-20,106526.84,Ultratech Cement,0.0,0.0,-0.01,INR,1002,CC-OPS-003,400100,NT15,68,61-90 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
133,1000,2000,4500100133,0040,NB,Control Panel Supply,1000020,SAPI,Software,5000100133,2025-01-22,2025,47.974,198847.72,SAP India Pvt Ltd,5100200138,2025-03-16,198847.71,SAP India,0.0,0.0,-0.01,INR,1003,CC-IT-002,400100,IMMED,68,61-90 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
134,1000,2000,4500100134,0050,ZNB,Control Panel Supply,1000014,SIEM,Engineering,5000100134,2024-10-23,2024,153.466,1365027.9,Siemens Ltd,5100200139,2024-11-06,1365017.9,Siemens India Ltd,0.0,0.0,-10.0,INR,1003,CC-IT-002,400400,NT45,159,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
135,1000,1000,4500100135,0040,ZNB,Cloud Hosting Charges,1000005,LTI,IT Services,5000100135,2024-10-02,2024,191.845,98407.9,Larsen & Toubro Infotech Ltd,5100200140,2024-10-13,125962.11,L&T Infotech,0.0,27554.21,27554.21,USD,1002,CC-IT-002,400300,NT45,180,>90 Days (Critical),GST MISMATCH,GST @ 28% included in IR but not in GR,,,,
136,1000,1000,4500100136,0040,ZNB,Software License Fee,1000001,TCSL,IT Services,5000100136,2025-03-02,2025,177.43,1520025.58,Tata Consultancy Services Ltd,5100200141,2025-04-05,1793630.18,T.C.S. Ltd,0.0,273604.6,273604.6,INR,1001,CC-MFG-005,400300,IMMED,29,0-30 Days,GST MISMATCH,GST @ 18% included in IR but not in GR,,,,
137,1000,1000,4500100137,0050,ZSER,Packaging Material,1000010,TATST,Manufacturing,5000100137,2025-01-05,2025,13.728,3161228.26,Tata Steel Limited,5100200142,2025-02-25,3161228.26,Tata Steel Limited,0.0,0.0,0.0,INR,1003,CC-FIN-001,400400,NT45,85,61-90 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
138,1000,2000,4500100138,0010,ZNB,Electrical Equipment,1000018,BEL,Defence,5000100138,2025-01-13,2025,62.814,704578.54,Bharat Electronics Ltd,5100200143,2025-03-06,352289.27,BHARAT ELECTRONICS LTD,0.0,0.0,-352289.27,INR,1004,CC-IT-002,400100,NT15,77,61-90 Days,PARTIAL INVOICE,Partial invoice raised (50% of PO value),,,,
139,1000,2000,4500100139,0030,NB,Network Support Services,1000005,LTI,IT Services,5000100139,2024-11-14,2024,95.91,53502.3,Larsen & Toubro Infotech Ltd,5100200144,2024-12-21,53502.31,L&T Infotech,0.0,0.0,0.01,USD,1001,CC-FIN-001,400500,NT45,137,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
140,1000,2000,4500100140,0050,NB,Raw Material Supply,1000011,JSWS,Manufacturing,5000100140,2024-10-13,2024,142.897,1935149.69,JSW Steel Ltd,5100200145,2024-11-16,1935149.68,JSW Steel Limited,0.0,0.0,-0.01,INR,1001,CC-HR-004,400200,NT30,169,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
141,1000,2000,4500100141,0050,ZNB,ERP Implementation Services,1000008,HEXW,IT Services,5000100141,2025-03-12,2025,169.987,9912639.25,Hexaware Technologies Ltd,5100200146,2025-03-31,9912639.26,Hexaware Tech Ltd,0.0,0.0,0.01,INR,1002,CC-IT-002,400300,NT15,19,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
142,1000,1000,4500100142,0050,ZNB,Engineering Consultancy,1000016,BSCH,Engineering,5000100142,2024-10-12,2024,149.064,1819563.72,Bosch Limited,5100200147,2024-11-09,1819564.22,Robert Bosch,0.0,0.0,0.5,INR,1004,CC-HR-004,400300,NT15,170,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
143,1000,1000,4500100143,0020,NB,Steel Plates 10mm,1000010,TATST,Manufacturing,5000100143,2024-10-16,2024,117.719,4042149.44,Tata Steel Limited,5100200148,2024-11-03,4042148.44,Tata Steel,0.0,0.0,-1.0,INR,1004,CC-OPS-003,400200,NT30,166,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
144,1000,1000,4500100144,0020,ZNB,Control Panel Supply,1000017,HAVL,Electrical,5000100144,2025-03-04,2025,102.058,2758083.62,Havells India Ltd,5100200149,2025-04-27,2758084.12,Havells,0.0,0.0,0.5,INR,1004,CC-HR-004,400200,IMMED,27,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
145,1000,1000,4500100145,0050,ZSER,Steel Plates 10mm,1000010,TATST,Manufacturing,5000100145,2025-01-22,2025,174.566,3399923.72,Tata Steel Limited,5100200150,2025-01-28,3399921.72,Tata Steel Ltd,0.0,0.0,-2.0,INR,1004,CC-MFG-005,400100,NT60,68,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
146,1000,2000,4500100146,0010,ZSER,Engineering Consultancy,1000014,SIEM,Engineering,5000100146,2025-02-18,2025,18.551,2105806.33,Siemens Ltd,5100200151,2025-04-19,2105806.83,Siemens India,0.0,0.0,0.5,INR,1002,CC-MFG-005,400400,NT30,41,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
